gvkey,datadate,tic,conm,prccd,cshtrd
170617,2025-05-30,META,META PLATFORMS INC,647.49,16227090.0
170617,2025-05-30,META.,META PLATFORMS INC,35.6,135634.0
170617,2025-05-29,META,META PLATFORMS INC,645.05,8844739.0
170617,2025-05-29,META.,META PLATFORMS INC,35.42,122572.0
170617,2025-05-28,META,META PLATFORMS INC,643.58,8857932.0
170617,2025-05-28,META.,META PLATFORMS INC,35.33,118486.0
170617,2025-05-27,META,META PLATFORMS INC,642.32,9470590.0
170617,2025-05-27,META.,META PLATFORMS INC,35.23,130580.0
170617,2025-05-26,META.,META PLATFORMS INC,35.2,18148.0
170617,2025-05-23,META,META PLATFORMS INC,627.06,8415185.0
170617,2025-05-23,META.,META PLATFORMS INC,34.45,261540.0
170617,2025-05-22,META,META PLATFORMS INC,636.57,8204369.0
170617,2025-05-22,META.,META PLATFORMS INC,34.94,170878.0
170617,2025-05-21,META,META PLATFORMS INC,635.5,11437470.0
170617,2025-05-21,META.,META PLATFORMS INC,34.87,218757.0
170617,2025-05-20,META.,META PLATFORMS INC,35.0,176454.0
170617,2025-05-20,META,META PLATFORMS INC,637.1,6713439.0
170617,2025-05-19,META,META PLATFORMS INC,640.43,9557742.0
170617,2025-05-16,META.,META PLATFORMS INC,35.15,257305.0
170617,2025-05-16,META,META PLATFORMS INC,640.34,18329380.0
170617,2025-05-15,META.,META PLATFORMS INC,35.33,273721.0
170617,2025-05-15,META,META PLATFORMS INC,643.88,14257470.0
170617,2025-05-14,META,META PLATFORMS INC,659.36,12312400.0
170617,2025-05-14,META.,META PLATFORMS INC,36.19,134858.0
170617,2025-05-13,META.,META PLATFORMS INC,36.05,427743.0
170617,2025-05-13,META,META PLATFORMS INC,656.03,18530470.0
170617,2025-05-12,META,META PLATFORMS INC,639.43,21911380.0
170617,2025-05-12,META.,META PLATFORMS INC,35.13,340823.0
170617,2025-05-09,META.,META PLATFORMS INC,32.56,187331.0
170617,2025-05-09,META,META PLATFORMS INC,592.49,10399060.0
170617,2025-05-08,META.,META PLATFORMS INC,32.84,309917.0
170617,2025-05-08,META,META PLATFORMS INC,598.01,14566960.0
170617,2025-05-07,META.,META PLATFORMS INC,32.84,322900.0
170617,2025-05-07,META,META PLATFORMS INC,596.81,13122140.0
170617,2025-05-06,META.,META PLATFORMS INC,32.26,121945.0
170617,2025-05-06,META,META PLATFORMS INC,587.31,10412440.0
170617,2025-05-05,META,META PLATFORMS INC,599.27,13852060.0
170617,2025-05-05,META.,META PLATFORMS INC,32.92,270392.0
170617,2025-05-02,META,META PLATFORMS INC,597.02,24687670.0
170617,2025-05-02,META.,META PLATFORMS INC,32.93,483666.0
170617,2025-05-01,META.,META PLATFORMS INC,31.45,660604.0
170617,2025-05-01,META,META PLATFORMS INC,572.21,31050350.0
170617,2025-04-30,META.,META PLATFORMS INC,30.14,420172.0
170617,2025-04-30,META,META PLATFORMS INC,549.0,27322010.0
170617,2025-04-29,META.,META PLATFORMS INC,30.49,297278.0
170617,2025-04-29,META,META PLATFORMS INC,554.44,11716290.0
170617,2025-04-28,META.,META PLATFORMS INC,30.31,280185.0
170617,2025-04-28,META,META PLATFORMS INC,549.74,15127420.0
170617,2025-04-25,META.,META PLATFORMS INC,30.14,210028.0
170617,2025-04-25,META,META PLATFORMS INC,547.27,17056990.0
170617,2025-04-24,META,META PLATFORMS INC,533.15,13614370.0
170617,2025-04-24,META.,META PLATFORMS INC,29.36,107782.0
170617,2025-04-23,META,META PLATFORMS INC,520.27,18126370.0
170617,2025-04-23,META.,META PLATFORMS INC,28.74,206032.0
170617,2025-04-22,META.,META PLATFORMS INC,27.64,155394.0
170617,2025-04-22,META,META PLATFORMS INC,500.28,16653180.0
170617,2025-04-21,META.,META PLATFORMS INC,26.66,130573.0
170617,2025-04-21,META,META PLATFORMS INC,484.66,16121200.0
170617,2025-04-17,META,META PLATFORMS INC,501.48,14537790.0
170617,2025-04-17,META.,META PLATFORMS INC,27.56,141902.0
170617,2025-04-16,META.,META PLATFORMS INC,27.63,272862.0
170617,2025-04-16,META,META PLATFORMS INC,502.31,18695860.0
170617,2025-04-15,META,META PLATFORMS INC,521.52,15202420.0
170617,2025-04-15,META.,META PLATFORMS INC,28.67,155889.0
170617,2025-04-14,META.,META PLATFORMS INC,29.26,195773.0
170617,2025-04-14,META,META PLATFORMS INC,531.48,14097720.0
170617,2025-04-11,META,META PLATFORMS INC,543.57,17613920.0
170617,2025-04-11,META.,META PLATFORMS INC,29.9,191551.0
170617,2025-04-10,META.,META PLATFORMS INC,30.13,549098.0
170617,2025-04-10,META,META PLATFORMS INC,546.29,27941980.0
170617,2025-04-09,META.,META PLATFORMS INC,32.15,664207.0
170617,2025-04-09,META,META PLATFORMS INC,585.77,39035980.0
170617,2025-04-08,META,META PLATFORMS INC,510.45,27770670.0
170617,2025-04-08,META.,META PLATFORMS INC,28.15,297440.0
170617,2025-04-07,META,META PLATFORMS INC,516.25,36060620.0
170617,2025-04-07,META.,META PLATFORMS INC,28.43,592057.0
170617,2025-04-04,META,META PLATFORMS INC,504.73,38489410.0
170617,2025-04-04,META.,META PLATFORMS INC,27.81,443915.0
170617,2025-04-03,META.,META PLATFORMS INC,29.28,461740.0
170617,2025-04-03,META,META PLATFORMS INC,531.62,34631410.0
170617,2025-04-02,META.,META PLATFORMS INC,32.17,72428.0
170617,2025-04-02,META,META PLATFORMS INC,583.93,13053190.0
170617,2025-04-01,META.,META PLATFORMS INC,32.27,127748.0
170617,2025-04-01,META,META PLATFORMS INC,586.0,12801130.0
170617,2025-03-31,META,META PLATFORMS INC,576.36,21099130.0
170617,2025-03-31,META.,META PLATFORMS INC,31.73,133151.0
170617,2025-03-28,META,META PLATFORMS INC,576.74,17242910.0
170617,2025-03-28,META.,META PLATFORMS INC,31.79,155614.0
170617,2025-03-27,META,META PLATFORMS INC,602.58,10412100.0
170617,2025-03-27,META.,META PLATFORMS INC,33.22,64980.0
170617,2025-03-26,META.,META PLATFORMS INC,33.66,94909.0
170617,2025-03-26,META,META PLATFORMS INC,610.98,12591770.0
170617,2025-03-25,META,META PLATFORMS INC,626.31,15286490.0
170617,2025-03-25,META.,META PLATFORMS INC,34.5,154406.0
170617,2025-03-24,META.,META PLATFORMS INC,34.12,146838.0
170617,2025-03-24,META,META PLATFORMS INC,618.85,15712910.0
170617,2025-03-21,META.,META PLATFORMS INC,32.88,139926.0
170617,2025-03-21,META,META PLATFORMS INC,596.25,24984770.0
170617,2025-03-20,META.,META PLATFORMS INC,32.28,190067.0
170617,2025-03-20,META,META PLATFORMS INC,586.0,24276840.0
170617,2025-03-19,META,META PLATFORMS INC,584.06,20479110.0
170617,2025-03-19,META.,META PLATFORMS INC,32.19,151552.0
170617,2025-03-18,META.,META PLATFORMS INC,32.11,195303.0
170617,2025-03-18,META,META PLATFORMS INC,582.36,19965220.0
170617,2025-03-17,META.,META PLATFORMS INC,33.35,85785.0
170617,2025-03-17,META,META PLATFORMS INC,604.9,15451740.0
170617,2025-03-14,META,META PLATFORMS INC,607.6,12308170.0
170617,2025-03-14,META.,META PLATFORMS INC,33.57,84393.0
170617,2025-03-13,META,META PLATFORMS INC,590.64,16388880.0
170617,2025-03-13,META.,META PLATFORMS INC,32.57,139871.0
170617,2025-03-12,META.,META PLATFORMS INC,34.16,88228.0
170617,2025-03-12,META,META PLATFORMS INC,619.56,15713130.0
170617,2025-03-11,META,META PLATFORMS INC,605.71,17319250.0
170617,2025-03-11,META.,META PLATFORMS INC,33.33,77868.0
170617,2025-03-10,META.,META PLATFORMS INC,32.91,230878.0
170617,2025-03-10,META,META PLATFORMS INC,597.99,21881540.0
170617,2025-03-07,META.,META PLATFORMS INC,34.48,268628.0
170617,2025-03-07,META,META PLATFORMS INC,625.66,21356140.0
170617,2025-03-06,META.,META PLATFORMS INC,34.64,138558.0
170617,2025-03-06,META,META PLATFORMS INC,627.93,13388910.0
170617,2025-03-05,META,META PLATFORMS INC,656.47,13320970.0
170617,2025-03-05,META.,META PLATFORMS INC,36.15,114589.0
170617,2025-03-04,META.,META PLATFORMS INC,35.26,204932.0
170617,2025-03-04,META,META PLATFORMS INC,640.0,21434760.0
170617,2025-03-03,META,META PLATFORMS INC,655.05,10812800.0
170617,2025-03-03,META.,META PLATFORMS INC,36.12,187060.0
170617,2025-02-28,META.,META PLATFORMS INC,36.9,128918.0
170617,2025-02-28,META,META PLATFORMS INC,668.2,17511820.0
170617,2025-02-27,META.,META PLATFORMS INC,36.32,100488.0
170617,2025-02-27,META,META PLATFORMS INC,658.24,12439060.0
170617,2025-02-26,META,META PLATFORMS INC,673.7,14413460.0
170617,2025-02-26,META.,META PLATFORMS INC,37.18,131777.0
170617,2025-02-25,META,META PLATFORMS INC,657.5,20533190.0
170617,2025-02-25,META.,META PLATFORMS INC,36.28,157902.0
170617,2025-02-24,META,META PLATFORMS INC,668.13,15633590.0
170617,2025-02-24,META.,META PLATFORMS INC,36.86,99600.0
170617,2025-02-21,META,META PLATFORMS INC,683.55,15590070.0
170617,2025-02-21,META.,META PLATFORMS INC,37.75,63094.0
170617,2025-02-20,META.,META PLATFORMS INC,38.41,75886.0
170617,2025-02-20,META,META PLATFORMS INC,694.84,12554690.0
170617,2025-02-19,META,META PLATFORMS INC,703.77,17489130.0
170617,2025-02-19,META.,META PLATFORMS INC,38.87,94074.0
170617,2025-02-18,META.,META PLATFORMS INC,39.56,213159.0
170617,2025-02-18,META,META PLATFORMS INC,716.37,21896240.0
170617,2025-02-14,META.,META PLATFORMS INC,40.74,131912.0
170617,2025-02-14,META,META PLATFORMS INC,736.67,16877750.0
170617,2025-02-13,META,META PLATFORMS INC,728.56,12535000.0
170617,2025-02-13,META.,META PLATFORMS INC,40.26,128952.0
170617,2025-02-12,META,META PLATFORMS INC,725.38,11963190.0
170617,2025-02-12,META.,META PLATFORMS INC,40.09,85627.0
170617,2025-02-11,META,META PLATFORMS INC,719.8,12976900.0
170617,2025-02-11,META.,META PLATFORMS INC,39.75,81796.0
170617,2025-02-10,META,META PLATFORMS INC,717.4,12886530.0
170617,2025-02-10,META.,META PLATFORMS INC,39.64,87051.0
170617,2025-02-07,META.,META PLATFORMS INC,39.52,82667.0
170617,2025-02-07,META,META PLATFORMS INC,714.52,16398000.0
170617,2025-02-06,META,META PLATFORMS INC,711.99,13051460.0
170617,2025-02-06,META.,META PLATFORMS INC,39.38,139435.0
170617,2025-02-05,META,META PLATFORMS INC,704.87,17772590.0
170617,2025-02-05,META.,META PLATFORMS INC,38.96,107983.0
170617,2025-02-04,META,META PLATFORMS INC,704.19,13784400.0
170617,2025-02-03,META,META PLATFORMS INC,697.46,21364030.0
170617,2025-01-31,META,META PLATFORMS INC,689.18,19279180.0
170617,2025-01-30,META,META PLATFORMS INC,687.0,29276630.0
170617,2025-01-29,META,META PLATFORMS INC,676.49,20035550.0
170617,2025-01-28,META,META PLATFORMS INC,674.33,20901400.0
170617,2025-01-27,META,META PLATFORMS INC,659.88,28332810.0
170617,2025-01-24,META,META PLATFORMS INC,647.49,19034690.0
170617,2025-01-23,META,META PLATFORMS INC,636.45,9884614.0
170617,2025-01-22,META,META PLATFORMS INC,623.5,12250300.0
170617,2025-01-21,META,META PLATFORMS INC,616.46,11563570.0
170617,2025-01-17,META,META PLATFORMS INC,612.77,17221650.0
170617,2025-01-16,META,META PLATFORMS INC,611.3,8331928.0
170617,2025-01-15,META,META PLATFORMS INC,617.12,15415770.0
170617,2025-01-14,META,META PLATFORMS INC,594.25,13573130.0
170617,2025-01-13,META,META PLATFORMS INC,608.33,10685230.0
170617,2025-01-10,META,META PLATFORMS INC,615.86,19221050.0
170617,2025-01-08,META,META PLATFORMS INC,610.72,10064520.0
170617,2025-01-07,META,META PLATFORMS INC,617.89,12045310.0
170617,2025-01-06,META,META PLATFORMS INC,630.2,14505460.0
170617,2025-01-03,META,META PLATFORMS INC,604.63,11404460.0
170617,2025-01-02,META,META PLATFORMS INC,599.24,12142550.0
170617,2024-12-31,META,META PLATFORMS INC,585.51,6004887.0
170617,2024-12-30,META,META PLATFORMS INC,591.24,7003527.0
170617,2024-12-27,META,META PLATFORMS INC,599.81,8070518.0
170617,2024-12-26,META,META PLATFORMS INC,603.35,6069323.0
170617,2024-12-24,META,META PLATFORMS INC,607.75,4726056.0
170617,2024-12-23,META,META PLATFORMS INC,599.85,10189590.0
170617,2024-12-20,META,META PLATFORMS INC,585.25,48826430.0
170617,2024-12-19,META,META PLATFORMS INC,595.57,14145360.0
170617,2024-12-18,META,META PLATFORMS INC,597.19,16635380.0
170617,2024-12-17,META,META PLATFORMS INC,619.44,12318530.0
170617,2024-12-16,META,META PLATFORMS INC,624.24,10857060.0
170617,2024-12-13,META,META PLATFORMS INC,620.35,7957480.0
170617,2024-12-12,META,META PLATFORMS INC,630.79,7427949.0
170617,2024-12-11,META,META PLATFORMS INC,632.68,10818560.0
170617,2024-12-10,META,META PLATFORMS INC,619.32,10920650.0
170617,2024-12-09,META,META PLATFORMS INC,613.57,11411060.0
170617,2024-12-06,META,META PLATFORMS INC,623.77,16917800.0
170617,2024-12-05,META,META PLATFORMS INC,608.93,8060101.0
170617,2024-12-04,META,META PLATFORMS INC,613.78,14186410.0
170617,2024-12-03,META,META PLATFORMS INC,613.65,14842820.0
170617,2024-12-02,META,META PLATFORMS INC,592.83,12385520.0
170617,2024-11-29,META,META PLATFORMS INC,574.32,7130519.0
170617,2024-11-27,META,META PLATFORMS INC,569.2,7066749.0
170617,2024-11-26,META,META PLATFORMS INC,573.54,10334680.0
170617,2024-11-25,META,META PLATFORMS INC,565.11,13566100.0
170617,2024-11-22,META,META PLATFORMS INC,559.14,9153414.0
170617,2024-11-21,META,META PLATFORMS INC,563.09,11113730.0
170617,2024-11-20,META,META PLATFORMS INC,565.52,9740807.0
170617,2024-11-19,META,META PLATFORMS INC,561.09,9122540.0
170617,2024-11-18,META,META PLATFORMS INC,554.4,14258340.0
170617,2024-11-15,META,META PLATFORMS INC,554.08,17650980.0
170617,2024-11-14,META,META PLATFORMS INC,577.16,10963640.0
170617,2024-11-13,META,META PLATFORMS INC,580.0,10744840.0
170617,2024-11-12,META,META PLATFORMS INC,584.82,16258440.0
170617,2024-11-11,META,META PLATFORMS INC,583.17,10180570.0
170617,2024-11-08,META,META PLATFORMS INC,589.34,9398613.0
170617,2024-11-07,META,META PLATFORMS INC,591.7,14624270.0
170617,2024-11-06,META,META PLATFORMS INC,572.05,18252710.0
170617,2024-11-05,META,META PLATFORMS INC,572.43,9740987.0
170617,2024-11-04,META,META PLATFORMS INC,560.68,12032680.0
170617,2024-11-01,META,META PLATFORMS INC,567.16,15259330.0
170617,2024-10-31,META,META PLATFORMS INC,567.58,26747810.0
170617,2024-10-30,META,META PLATFORMS INC,591.8,26044680.0
170617,2024-10-29,META,META PLATFORMS INC,593.28,12812670.0
170617,2024-10-28,META,META PLATFORMS INC,578.16,10890940.0
170617,2024-10-25,META,META PLATFORMS INC,573.25,11300650.0
170617,2024-10-24,META,META PLATFORMS INC,567.78,7169097.0
170617,2024-10-23,META,META PLATFORMS INC,563.69,14165330.0
170617,2024-10-22,META,META PLATFORMS INC,582.01,8512426.0
170617,2024-10-21,META,META PLATFORMS INC,575.16,8138266.0
170617,2024-10-18,META,META PLATFORMS INC,576.47,7680064.0
170617,2024-10-17,META,META PLATFORMS INC,576.93,8766929.0
170617,2024-10-16,META,META PLATFORMS INC,576.79,11231650.0
170617,2024-10-15,META,META PLATFORMS INC,586.27,9548310.0
170617,2024-10-14,META,META PLATFORMS INC,590.42,8230632.0
170617,2024-10-11,META,META PLATFORMS INC,589.95,8566375.0
170617,2024-10-10,META,META PLATFORMS INC,583.83,7717014.0
170617,2024-10-09,META,META PLATFORMS INC,590.51,9517054.0
170617,2024-10-08,META,META PLATFORMS INC,592.89,7631811.0
170617,2024-10-07,META,META PLATFORMS INC,584.78,11957410.0
170617,2024-10-04,META,META PLATFORMS INC,595.94,14161530.0
170617,2024-10-03,META,META PLATFORMS INC,582.77,11539850.0
170617,2024-10-02,META,META PLATFORMS INC,572.81,6505111.0
170617,2024-10-01,META,META PLATFORMS INC,576.47,15231060.0
170617,2024-09-30,META,META PLATFORMS INC,572.44,12448170.0
170617,2024-09-27,META,META PLATFORMS INC,567.36,9130965.0
170617,2024-09-26,META,META PLATFORMS INC,567.84,14373210.0
170617,2024-09-25,META,META PLATFORMS INC,568.31,16511430.0
170617,2024-09-24,META,META PLATFORMS INC,563.33,12628480.0
170617,2024-09-23,META,META PLATFORMS INC,564.41,12558580.0
170617,2024-09-20,META,META PLATFORMS INC,561.35,21901580.0
170617,2024-09-19,META,META PLATFORMS INC,559.1,15612140.0
170617,2024-09-18,META,META PLATFORMS INC,537.95,10044260.0
170617,2024-09-17,META,META PLATFORMS INC,536.315,11108190.0
170617,2024-09-16,META,META PLATFORMS INC,533.28,9508613.0
170617,2024-09-13,META,META PLATFORMS INC,524.62,10312700.0
170617,2024-09-12,META,META PLATFORMS INC,525.6,11963280.0
170617,2024-09-11,META,META PLATFORMS INC,511.83,10645610.0
170617,2024-09-10,META,META PLATFORMS INC,504.79,9542677.0
170617,2024-09-09,META,META PLATFORMS INC,504.79,10441090.0
170617,2024-09-06,META,META PLATFORMS INC,500.27,14728730.0
170617,2024-09-05,META,META PLATFORMS INC,516.86,8619763.0
170617,2024-09-04,META,META PLATFORMS INC,512.74,8319426.0
170617,2024-09-03,META,META PLATFORMS INC,511.76,12384770.0
170617,2024-08-30,META,META PLATFORMS INC,521.31,9151030.0
170617,2024-08-29,META,META PLATFORMS INC,518.22,8303540.0
170617,2024-08-28,META,META PLATFORMS INC,516.78,9046981.0
170617,2024-08-27,META,META PLATFORMS INC,519.1,6267212.0
170617,2024-08-26,META,META PLATFORMS INC,521.12,9568689.0
170617,2024-08-23,META,META PLATFORMS INC,528.0,11304390.0
170617,2024-08-22,META,META PLATFORMS INC,531.93,15124160.0
170617,2024-08-21,META,META PLATFORMS INC,535.16,13401700.0
170617,2024-08-20,META,META PLATFORMS INC,526.73,7922251.0
170617,2024-08-19,META,META PLATFORMS INC,529.28,9863299.0
170617,2024-08-16,META,META PLATFORMS INC,527.42,14711370.0
170617,2024-08-15,META,META PLATFORMS INC,537.33,13454310.0
170617,2024-08-14,META,META PLATFORMS INC,526.76,11431790.0
170617,2024-08-13,META,META PLATFORMS INC,528.54,13702150.0
170617,2024-08-12,META,META PLATFORMS INC,515.95,9743019.0
170617,2024-08-09,META,META PLATFORMS INC,517.77,13675830.0
170617,2024-08-08,META,META PLATFORMS INC,509.63,16097270.0
170617,2024-08-07,META,META PLATFORMS INC,488.92,20030980.0
170617,2024-08-06,META,META PLATFORMS INC,494.09,20847990.0
170617,2024-08-05,META,META PLATFORMS INC,475.73,21313910.0
170617,2024-08-02,META,META PLATFORMS INC,488.14,23838850.0
170617,2024-08-01,META,META PLATFORMS INC,497.74,42967210.0
170617,2024-07-31,META,META PLATFORMS INC,474.83,22881190.0
170617,2024-07-30,META,META PLATFORMS INC,463.19,11176460.0
170617,2024-07-29,META,META PLATFORMS INC,465.71,11251520.0
170617,2024-07-26,META,META PLATFORMS INC,465.7,14199320.0
170617,2024-07-25,META,META PLATFORMS INC,453.41,18211440.0
170617,2024-07-24,META,META PLATFORMS INC,461.27,17602260.0
170617,2024-07-23,META,META PLATFORMS INC,488.69,9316713.0
170617,2024-07-22,META,META PLATFORMS INC,487.4,12003390.0
170617,2024-07-19,META,META PLATFORMS INC,476.79,15125080.0
170617,2024-07-18,META,META PLATFORMS INC,475.85,18946080.0
170617,2024-07-17,META,META PLATFORMS INC,461.99,27998610.0
170617,2024-07-16,META,META PLATFORMS INC,489.79,13999890.0
170617,2024-07-15,META,META PLATFORMS INC,496.16,12469300.0
170617,2024-07-12,META,META PLATFORMS INC,498.87,19673470.0
170617,2024-07-11,META,META PLATFORMS INC,512.7,16408980.0
170617,2024-07-10,META,META PLATFORMS INC,534.69,10962860.0
170617,2024-07-09,META,META PLATFORMS INC,530.0,8746157.0
170617,2024-07-08,META,META PLATFORMS INC,529.32,14861670.0
170617,2024-07-05,META,META PLATFORMS INC,539.91,21276810.0
170617,2024-07-03,META,META PLATFORMS INC,509.96,6005615.0
170617,2024-07-02,META,META PLATFORMS INC,509.5,7725340.0
170617,2024-07-01,META,META PLATFORMS INC,504.68,10314830.0
170617,2024-06-28,META,META PLATFORMS INC,504.22,15811460.0
170617,2024-06-27,META,META PLATFORMS INC,519.56,10091830.0
170617,2024-06-26,META,META PLATFORMS INC,513.12,8572386.0
170617,2024-06-25,META,META PLATFORMS INC,510.6,12084360.0
170617,2024-06-24,META,META PLATFORMS INC,498.91,13487330.0
170617,2024-06-21,META,META PLATFORMS INC,494.78,23098700.0
170617,2024-06-20,META,META PLATFORMS INC,501.7,11135850.0
170617,2024-06-18,META,META PLATFORMS INC,499.49,12867280.0
170617,2024-06-17,META,META PLATFORMS INC,506.63,11253270.0
170617,2024-06-14,META,META PLATFORMS INC,504.16,10075040.0
170617,2024-06-13,META,META PLATFORMS INC,504.1,9350189.0
170617,2024-06-12,META,META PLATFORMS INC,508.84,11363130.0
170617,2024-06-11,META,META PLATFORMS INC,507.47,9061922.0
170617,2024-06-10,META,META PLATFORMS INC,502.6,11215750.0
170617,2024-06-07,META,META PLATFORMS INC,492.96,9075327.0
170617,2024-06-06,META,META PLATFORMS INC,493.76,10640520.0
170617,2024-06-05,META,META PLATFORMS INC,495.06,15664740.0
170617,2024-06-04,META,META PLATFORMS INC,476.99,7063425.0
170617,2024-06-03,META,META PLATFORMS INC,477.49,10950010.0
170617,2024-05-31,META,META PLATFORMS INC,466.83,16787180.0
170617,2024-05-30,META,META PLATFORMS INC,467.05,10708690.0
170617,2024-05-29,META,META PLATFORMS INC,474.36,9200058.0
170617,2024-05-28,META,META PLATFORMS INC,479.92,9945642.0
170617,2024-05-24,META,META PLATFORMS INC,478.22,12006820.0
170617,2024-05-23,META,META PLATFORMS INC,465.78,11724210.0
170617,2024-05-22,META,META PLATFORMS INC,467.78,9874882.0
170617,2024-05-21,META,META PLATFORMS INC,464.63,11724820.0
170617,2024-05-20,META,META PLATFORMS INC,468.84,11675010.0
170617,2024-05-17,META,META PLATFORMS INC,471.91,10093600.0
170617,2024-05-16,META,META PLATFORMS INC,473.23,16583890.0
170617,2024-05-15,META,META PLATFORMS INC,481.54,13065510.0
170617,2024-05-14,META,META PLATFORMS INC,471.85,10462610.0
170617,2024-05-13,META,META PLATFORMS INC,468.01,14637630.0
170617,2024-05-10,META,META PLATFORMS INC,476.2,10729290.0
170617,2024-05-09,META,META PLATFORMS INC,475.42,9413959.0
170617,2024-05-08,META,META PLATFORMS INC,472.6,11652800.0
170617,2024-05-07,META,META PLATFORMS INC,468.24,13382760.0
170617,2024-05-06,META,META PLATFORMS INC,465.68,15055030.0
170617,2024-05-03,META,META PLATFORMS INC,451.96,16467080.0
170617,2024-05-02,META,META PLATFORMS INC,441.68,15179130.0
170617,2024-05-01,META,META PLATFORMS INC,439.19,20289000.0
170617,2024-04-30,META,META PLATFORMS INC,430.17,18161000.0
170617,2024-04-29,META,META PLATFORMS INC,432.62,21461800.0
170617,2024-04-26,META,META PLATFORMS INC,443.29,31967010.0
170617,2024-04-25,META,META PLATFORMS INC,441.38,82635300.0
170617,2024-04-24,META,META PLATFORMS INC,493.5,34431170.0
170617,2024-04-23,META,META PLATFORMS INC,496.1,14865160.0
170617,2024-04-22,META,META PLATFORMS INC,481.73,17231790.0
170617,2024-04-19,META,META PLATFORMS INC,481.07,25171670.0
170617,2024-04-18,META,META PLATFORMS INC,501.8,14761180.0
170617,2024-04-17,META,META PLATFORMS INC,494.17,12168960.0
170617,2024-04-16,META,META PLATFORMS INC,499.76,9821373.0
170617,2024-04-15,META,META PLATFORMS INC,500.23,13096700.0
170617,2024-04-12,META,META PLATFORMS INC,511.9,11900170.0
170617,2024-04-11,META,META PLATFORMS INC,523.16,10320550.0
170617,2024-04-10,META,META PLATFORMS INC,519.83,11392340.0
170617,2024-04-09,META,META PLATFORMS INC,516.9,10857740.0
170617,2024-04-08,META,META PLATFORMS INC,519.25,13140030.0
170617,2024-04-05,META,META PLATFORMS INC,527.34,19236500.0
170617,2024-04-04,META,META PLATFORMS INC,510.92,26346360.0
170617,2024-04-03,META,META PLATFORMS INC,506.74,12030260.0
170617,2024-04-02,META,META PLATFORMS INC,497.37,11045350.0
170617,2024-04-01,META,META PLATFORMS INC,491.35,9233367.0
170617,2024-03-28,META,META PLATFORMS INC,485.58,15139940.0
170617,2024-03-27,META,META PLATFORMS INC,493.86,9950910.0
170617,2024-03-26,META,META PLATFORMS INC,495.89,11168730.0
170617,2024-03-25,META,META PLATFORMS INC,503.02,8363112.0
170617,2024-03-22,META,META PLATFORMS INC,509.58,8073630.0
170617,2024-03-21,META,META PLATFORMS INC,507.76,9695114.0
170617,2024-03-20,META,META PLATFORMS INC,505.52,11660780.0
170617,2024-03-19,META,META PLATFORMS INC,496.24,10886340.0
170617,2024-03-18,META,META PLATFORMS INC,496.98,11705520.0
170617,2024-03-15,META,META PLATFORMS INC,484.1,29117350.0
170617,2024-03-14,META,META PLATFORMS INC,491.83,12593370.0
170617,2024-03-13,META,META PLATFORMS INC,495.57,12049180.0
170617,2024-03-12,META,META PLATFORMS INC,499.75,15414170.0
170617,2024-03-11,META,META PLATFORMS INC,483.59,20347290.0
170617,2024-03-08,META,META PLATFORMS INC,505.95,18564310.0
170617,2024-03-07,META,META PLATFORMS INC,512.19,18526210.0
170617,2024-03-06,META,META PLATFORMS INC,496.09,11735130.0
170617,2024-03-05,META,META PLATFORMS INC,490.22,15497970.0
170617,2024-03-04,META,META PLATFORMS INC,498.19,12293100.0
170617,2024-03-01,META,META PLATFORMS INC,502.3,15852390.0
170617,2024-02-29,META,META PLATFORMS INC,490.13,17707060.0
170617,2024-02-28,META,META PLATFORMS INC,484.02,12676540.0
170617,2024-02-27,META,META PLATFORMS INC,487.05,10790400.0
170617,2024-02-26,META,META PLATFORMS INC,481.74,12076520.0
170617,2024-02-23,META,META PLATFORMS INC,484.03,17936330.0
170617,2024-02-22,META,META PLATFORMS INC,486.13,21264280.0
170617,2024-02-21,META,META PLATFORMS INC,468.03,12386950.0
170617,2024-02-20,META,META PLATFORMS INC,471.75,17986910.0
170617,2024-02-16,META,META PLATFORMS INC,473.32,23297560.0
170617,2024-02-15,META,META PLATFORMS INC,484.03,24173070.0
170617,2024-02-14,META,META PLATFORMS INC,473.28,16827140.0
170617,2024-02-13,META,META PLATFORMS INC,460.12,20238840.0
170617,2024-02-12,META,META PLATFORMS INC,468.9,19359410.0
170617,2024-02-09,META,META PLATFORMS INC,468.11,18393990.0
170617,2024-02-08,META,META PLATFORMS INC,470.0,19092900.0
170617,2024-02-07,META,META PLATFORMS INC,469.59,23022020.0
170617,2024-02-06,META,META PLATFORMS INC,454.72,21598680.0
170617,2024-02-05,META,META PLATFORMS INC,459.41,40623810.0
170617,2024-02-02,META,META PLATFORMS INC,474.99,84569720.0
170617,2024-02-01,META,META PLATFORMS INC,394.78,28254990.0
170617,2024-01-31,META,META PLATFORMS INC,390.14,20128180.0
170617,2024-01-30,META,META PLATFORMS INC,400.06,18390910.0
170617,2024-01-29,META,META PLATFORMS INC,401.02,18591620.0
170617,2024-01-26,META,META PLATFORMS INC,394.14,13053430.0
170617,2024-01-25,META,META PLATFORMS INC,393.18,14627310.0
170617,2024-01-24,META,META PLATFORMS INC,390.7,15567760.0
170617,2024-01-23,META,META PLATFORMS INC,385.2,15461630.0
170617,2024-01-22,META,META PLATFORMS INC,381.78,17662900.0
170617,2024-01-19,META,META PLATFORMS INC,383.45,20593720.0
170617,2024-01-18,META,META PLATFORMS INC,376.13,16316100.0
