gvkey,datadate,tic,conm,prccd,cshtrd
170617,2020-08-04,META,META PLATFORMS INC,249.83,17172520.0
170617,2020-08-03,META,META PLATFORMS INC,251.96,23113050.0
170617,2020-07-31,META,META PLATFORMS INC,253.67,52994740.0
170617,2020-07-30,META,META PLATFORMS INC,234.5,20054360.0
170617,2020-07-29,META,META PLATFORMS INC,233.29,13549210.0
170617,2020-07-28,META,META PLATFORMS INC,230.12,14131750.0
170617,2020-07-27,META,META PLATFORMS INC,233.5,13128380.0
170617,2020-07-24,META,META PLATFORMS INC,230.71,18269820.0
170617,2020-07-23,META,META PLATFORMS INC,232.6,21714440.0
170617,2020-07-22,META,META PLATFORMS INC,239.87,15342620.0
170617,2020-07-21,META,META PLATFORMS INC,241.75,19349680.0
170617,2020-07-20,META,META PLATFORMS INC,245.42,20845900.0
170617,2020-07-17,META,META PLATFORMS INC,242.03,18135640.0
170617,2020-07-16,META,META PLATFORMS INC,240.93,18851940.0
170617,2020-07-15,META,META PLATFORMS INC,240.28,19072530.0
170617,2020-07-14,META,META PLATFORMS INC,239.73,23238550.0
170617,2020-07-13,META,META PLATFORMS INC,239.0,24628370.0
170617,2020-07-10,META,META PLATFORMS INC,245.07,22953400.0
170617,2020-07-09,META,META PLATFORMS INC,244.5,22153190.0
170617,2020-07-08,META,META PLATFORMS INC,243.58,29759390.0
170617,2020-07-07,META,META PLATFORMS INC,240.86,27797180.0
170617,2020-07-06,META,META PLATFORMS INC,240.28,26165440.0
170617,2020-07-02,META,META PLATFORMS INC,233.42,30597970.0
170617,2020-07-01,META,META PLATFORMS INC,237.55,43352660.0
170617,2020-06-30,META,META PLATFORMS INC,227.07,33884990.0
170617,2020-06-29,META,META PLATFORMS INC,220.64,58425140.0
170617,2020-06-26,META,META PLATFORMS INC,216.08,75830040.0
170617,2020-06-25,META,META PLATFORMS INC,235.68,18487810.0
170617,2020-06-24,META,META PLATFORMS INC,234.02,20804410.0
170617,2020-06-23,META,META PLATFORMS INC,242.24,23993170.0
170617,2020-06-22,META,META PLATFORMS INC,239.22,18890670.0
170617,2020-06-19,META,META PLATFORMS INC,238.79,30064310.0
170617,2020-06-18,META,META PLATFORMS INC,235.94,15737230.0
170617,2020-06-17,META,META PLATFORMS INC,235.53,19547370.0
170617,2020-06-16,META,META PLATFORMS INC,235.65,15206000.0
170617,2020-06-15,META,META PLATFORMS INC,232.5,15290230.0
170617,2020-06-12,META,META PLATFORMS INC,228.58,22067790.0
170617,2020-06-11,META,META PLATFORMS INC,224.43,26643600.0
170617,2020-06-10,META,META PLATFORMS INC,236.73,20672780.0
170617,2020-06-09,META,META PLATFORMS INC,238.67,27404550.0
170617,2020-06-08,META,META PLATFORMS INC,231.4,15451040.0
170617,2020-06-05,META,META PLATFORMS INC,230.77,16724120.0
170617,2020-06-04,META,META PLATFORMS INC,226.29,17014130.0
170617,2020-06-03,META,META PLATFORMS INC,230.16,15351410.0
170617,2020-06-02,META,META PLATFORMS INC,232.72,20890190.0
170617,2020-06-01,META,META PLATFORMS INC,231.91,18160270.0
170617,2020-05-29,META,META PLATFORMS INC,225.09,23087260.0
170617,2020-05-28,META,META PLATFORMS INC,225.46,29343050.0
170617,2020-05-27,META,META PLATFORMS INC,229.14,34354080.0
170617,2020-05-26,META,META PLATFORMS INC,232.2,33146230.0
170617,2020-05-22,META,META PLATFORMS INC,234.91,33906950.0
170617,2020-05-21,META,META PLATFORMS INC,231.39,47698430.0
170617,2020-05-20,META,META PLATFORMS INC,229.97,49902140.0
170617,2020-05-19,META,META PLATFORMS INC,216.88,31791800.0
170617,2020-05-18,META,META PLATFORMS INC,213.19,20147540.0
170617,2020-05-15,META,META PLATFORMS INC,210.88,19371330.0
170617,2020-05-14,META,META PLATFORMS INC,206.81,17143310.0
170617,2020-05-13,META,META PLATFORMS INC,205.1,20646590.0
170617,2020-05-12,META,META PLATFORMS INC,210.1,14646590.0
170617,2020-05-11,META,META PLATFORMS INC,213.18,12889900.0
170617,2020-05-08,META,META PLATFORMS INC,212.35,12496190.0
170617,2020-05-07,META,META PLATFORMS INC,211.26,15123700.0
170617,2020-05-06,META,META PLATFORMS INC,208.47,21780940.0
170617,2020-05-05,META,META PLATFORMS INC,207.07,21046820.0
170617,2020-05-04,META,META PLATFORMS INC,205.26,19223760.0
170617,2020-05-01,META,META PLATFORMS INC,202.27,30393320.0
170617,2020-04-30,META,META PLATFORMS INC,204.71,46143290.0
170617,2020-04-29,META,META PLATFORMS INC,194.19,44798740.0
170617,2020-04-28,META,META PLATFORMS INC,182.91,21231450.0
170617,2020-04-27,META,META PLATFORMS INC,187.5,29151160.0
170617,2020-04-24,META,META PLATFORMS INC,190.07,28726260.0
170617,2020-04-23,META,META PLATFORMS INC,185.13,21318410.0
170617,2020-04-22,META,META PLATFORMS INC,182.28,33226650.0
170617,2020-04-21,META,META PLATFORMS INC,170.8,24782300.0
170617,2020-04-20,META,META PLATFORMS INC,178.24,16095670.0
170617,2020-04-17,META,META PLATFORMS INC,179.24,20955240.0
170617,2020-04-16,META,META PLATFORMS INC,176.25,23386680.0
170617,2020-04-15,META,META PLATFORMS INC,176.97,17395340.0
170617,2020-04-14,META,META PLATFORMS INC,178.17,20916790.0
170617,2020-04-13,META,META PLATFORMS INC,174.79,19313110.0
170617,2020-04-09,META,META PLATFORMS INC,175.19,23498990.0
170617,2020-04-08,META,META PLATFORMS INC,174.28,21634310.0
170617,2020-04-07,META,META PLATFORMS INC,168.83,31373550.0
170617,2020-04-06,META,META PLATFORMS INC,165.55,28373780.0
170617,2020-04-03,META,META PLATFORMS INC,154.18,25967930.0
170617,2020-04-02,META,META PLATFORMS INC,158.19,20857220.0
170617,2020-04-01,META,META PLATFORMS INC,159.6,19481560.0
170617,2020-03-31,META,META PLATFORMS INC,166.8,23624560.0
170617,2020-03-30,META,META PLATFORMS INC,165.95,22481760.0
170617,2020-03-27,META,META PLATFORMS INC,156.79,24851920.0
170617,2020-03-26,META,META PLATFORMS INC,163.34,26543840.0
170617,2020-03-25,META,META PLATFORMS INC,156.21,35146970.0
170617,2020-03-24,META,META PLATFORMS INC,160.98,30309620.0
170617,2020-03-23,META,META PLATFORMS INC,148.1,29739890.0
170617,2020-03-20,META,META PLATFORMS INC,149.73,32522660.0
170617,2020-03-19,META,META PLATFORMS INC,153.13,39789880.0
170617,2020-03-18,META,META PLATFORMS INC,146.96,37456440.0
170617,2020-03-17,META,META PLATFORMS INC,149.42,34198210.0
170617,2020-03-16,META,META PLATFORMS INC,146.01,38974190.0
170617,2020-03-13,META,META PLATFORMS INC,170.28,34961640.0
170617,2020-03-12,META,META PLATFORMS INC,154.47,43133460.0
170617,2020-03-11,META,META PLATFORMS INC,170.24,20365080.0
170617,2020-03-10,META,META PLATFORMS INC,178.19,24457180.0
170617,2020-03-09,META,META PLATFORMS INC,169.5,29882480.0
170617,2020-03-06,META,META PLATFORMS INC,181.09,24540370.0
170617,2020-03-05,META,META PLATFORMS INC,185.17,19319220.0
170617,2020-03-04,META,META PLATFORMS INC,191.76,22993050.0
170617,2020-03-03,META,META PLATFORMS INC,185.89,27911540.0
170617,2020-03-02,META,META PLATFORMS INC,196.44,24874940.0
170617,2020-02-28,META,META PLATFORMS INC,192.47,32557170.0
170617,2020-02-27,META,META PLATFORMS INC,189.75,21587320.0
170617,2020-02-26,META,META PLATFORMS INC,197.2,16516880.0
170617,2020-02-25,META,META PLATFORMS INC,196.77,21396730.0
170617,2020-02-24,META,META PLATFORMS INC,200.72,23023950.0
170617,2020-02-21,META,META PLATFORMS INC,210.18,14088690.0
170617,2020-02-20,META,META PLATFORMS INC,214.58,13088780.0
170617,2020-02-19,META,META PLATFORMS INC,217.49,12110770.0
170617,2020-02-18,META,META PLATFORMS INC,217.8,15605340.0
170617,2020-02-14,META,META PLATFORMS INC,214.18,10728590.0
170617,2020-02-13,META,META PLATFORMS INC,213.14,15377950.0
170617,2020-02-12,META,META PLATFORMS INC,210.76,13755230.0
170617,2020-02-11,META,META PLATFORMS INC,207.19,24979840.0
170617,2020-02-10,META,META PLATFORMS INC,213.06,11819930.0
170617,2020-02-07,META,META PLATFORMS INC,212.33,12224380.0
170617,2020-02-06,META,META PLATFORMS INC,210.85,10554710.0
170617,2020-02-05,META,META PLATFORMS INC,210.11,12513490.0
170617,2020-02-04,META,META PLATFORMS INC,209.83,19608480.0
170617,2020-02-03,META,META PLATFORMS INC,204.19,15486720.0
170617,2020-01-31,META,META PLATFORMS INC,201.91,31321290.0
170617,2020-01-30,META,META PLATFORMS INC,209.53,48698170.0
170617,2020-01-29,META,META PLATFORMS INC,223.23,31650990.0
170617,2020-01-28,META,META PLATFORMS INC,217.79,13312220.0
170617,2020-01-27,META,META PLATFORMS INC,214.87,13777940.0
170617,2020-01-24,META,META PLATFORMS INC,217.94,11884820.0
170617,2020-01-23,META,META PLATFORMS INC,219.76,11174620.0
170617,2020-01-22,META,META PLATFORMS INC,221.32,12198870.0
170617,2020-01-21,META,META PLATFORMS INC,221.44,14253750.0
170617,2020-01-17,META,META PLATFORMS INC,222.14,15820030.0
170617,2020-01-16,META,META PLATFORMS INC,221.77,9983850.0
170617,2020-01-15,META,META PLATFORMS INC,221.15,9986279.0
170617,2020-01-14,META,META PLATFORMS INC,219.06,13179080.0
170617,2020-01-13,META,META PLATFORMS INC,221.91,14457640.0
170617,2020-01-10,META,META PLATFORMS INC,218.06,12115320.0
170617,2020-01-09,META,META PLATFORMS INC,218.3,12609280.0
170617,2020-01-08,META,META PLATFORMS INC,215.22,13457360.0
170617,2020-01-07,META,META PLATFORMS INC,213.06,14909950.0
170617,2020-01-06,META,META PLATFORMS INC,212.6,16303400.0
170617,2020-01-03,META,META PLATFORMS INC,208.67,11186240.0
170617,2020-01-02,META,META PLATFORMS INC,209.78,12072050.0
170617,2019-12-31,META,META PLATFORMS INC,205.25,8949587.0
170617,2019-12-30,META,META PLATFORMS INC,204.41,10519030.0
170617,2019-12-27,META,META PLATFORMS INC,208.1,10260920.0
170617,2019-12-26,META,META PLATFORMS INC,207.79,9342284.0
170617,2019-12-24,META,META PLATFORMS INC,205.12,6046273.0
170617,2019-12-23,META,META PLATFORMS INC,206.18,13346560.0
170617,2019-12-20,META,META PLATFORMS INC,206.3,27305680.0
170617,2019-12-19,META,META PLATFORMS INC,206.06,16505290.0
170617,2019-12-18,META,META PLATFORMS INC,202.5,22762560.0
170617,2019-12-17,META,META PLATFORMS INC,198.39,10173910.0
170617,2019-12-16,META,META PLATFORMS INC,197.92,14907670.0
170617,2019-12-13,META,META PLATFORMS INC,194.11,18605650.0
170617,2019-12-12,META,META PLATFORMS INC,196.75,23712720.0
170617,2019-12-11,META,META PLATFORMS INC,202.26,8034846.0
170617,2019-12-10,META,META PLATFORMS INC,200.87,9475495.0
170617,2019-12-09,META,META PLATFORMS INC,201.34,11950200.0
170617,2019-12-06,META,META PLATFORMS INC,201.05,12243020.0
170617,2019-12-05,META,META PLATFORMS INC,199.36,9633611.0
170617,2019-12-04,META,META PLATFORMS INC,198.71,8455908.0
170617,2019-12-03,META,META PLATFORMS INC,198.82,12734260.0
170617,2019-12-02,META,META PLATFORMS INC,199.7,11395150.0
170617,2019-11-29,META,META PLATFORMS INC,201.64,7985231.0
170617,2019-11-27,META,META PLATFORMS INC,202.0,12728200.0
170617,2019-11-26,META,META PLATFORMS INC,198.97,11736040.0
170617,2019-11-25,META,META PLATFORMS INC,199.79,15268380.0
170617,2019-11-22,META,META PLATFORMS INC,198.82,9953218.0
170617,2019-11-21,META,META PLATFORMS INC,197.93,11842540.0
170617,2019-11-20,META,META PLATFORMS INC,197.51,11995640.0
170617,2019-11-19,META,META PLATFORMS INC,199.32,18766190.0
170617,2019-11-18,META,META PLATFORMS INC,197.4,16158090.0
170617,2019-11-15,META,META PLATFORMS INC,195.1,11231330.0
170617,2019-11-14,META,META PLATFORMS INC,193.15,9034259.0
170617,2019-11-13,META,META PLATFORMS INC,193.19,10999340.0
170617,2019-11-12,META,META PLATFORMS INC,194.47,17482340.0
170617,2019-11-11,META,META PLATFORMS INC,189.61,8628221.0
170617,2019-11-08,META,META PLATFORMS INC,190.84,10758820.0
170617,2019-11-07,META,META PLATFORMS INC,190.42,13446740.0
170617,2019-11-06,META,META PLATFORMS INC,191.55,10954930.0
170617,2019-11-05,META,META PLATFORMS INC,194.32,9909578.0
170617,2019-11-04,META,META PLATFORMS INC,194.72,16301600.0
170617,2019-11-01,META,META PLATFORMS INC,193.62,21539240.0
170617,2019-10-31,META,META PLATFORMS INC,191.65,42210960.0
170617,2019-10-30,META,META PLATFORMS INC,188.25,25924050.0
170617,2019-10-29,META,META PLATFORMS INC,189.31,13526740.0
170617,2019-10-28,META,META PLATFORMS INC,189.4,13585030.0
170617,2019-10-25,META,META PLATFORMS INC,187.89,8039222.0
170617,2019-10-24,META,META PLATFORMS INC,186.38,11483230.0
170617,2019-10-23,META,META PLATFORMS INC,186.15,12339280.0
170617,2019-10-22,META,META PLATFORMS INC,182.34,19817910.0
170617,2019-10-21,META,META PLATFORMS INC,189.76,8570520.0
170617,2019-10-18,META,META PLATFORMS INC,185.85,16853000.0
170617,2019-10-17,META,META PLATFORMS INC,190.39,9756408.0
170617,2019-10-16,META,META PLATFORMS INC,189.55,10546790.0
170617,2019-10-15,META,META PLATFORMS INC,188.89,15132610.0
170617,2019-10-14,META,META PLATFORMS INC,183.28,7174582.0
170617,2019-10-11,META,META PLATFORMS INC,184.19,14985650.0
170617,2019-10-10,META,META PLATFORMS INC,180.03,8965112.0
170617,2019-10-09,META,META PLATFORMS INC,179.85,7597419.0
170617,2019-10-08,META,META PLATFORMS INC,177.75,10075240.0
170617,2019-10-07,META,META PLATFORMS INC,179.68,9350243.0
170617,2019-10-04,META,META PLATFORMS INC,180.45,10471380.0
170617,2019-10-03,META,META PLATFORMS INC,179.38,16712350.0
170617,2019-10-02,META,META PLATFORMS INC,174.6,16354390.0
170617,2019-10-01,META,META PLATFORMS INC,175.81,17227800.0
170617,2019-09-30,META,META PLATFORMS INC,178.08,11066160.0
170617,2019-09-27,META,META PLATFORMS INC,177.1,14652370.0
170617,2019-09-26,META,META PLATFORMS INC,180.11,16272870.0
170617,2019-09-25,META,META PLATFORMS INC,182.8,18283810.0
170617,2019-09-24,META,META PLATFORMS INC,181.28,18728420.0
170617,2019-09-23,META,META PLATFORMS INC,186.82,14221720.0
170617,2019-09-20,META,META PLATFORMS INC,189.93,20344360.0
170617,2019-09-19,META,META PLATFORMS INC,190.14,10458290.0
170617,2019-09-18,META,META PLATFORMS INC,188.14,9936998.0
170617,2019-09-17,META,META PLATFORMS INC,188.08,9743034.0
170617,2019-09-16,META,META PLATFORMS INC,186.22,8421816.0
170617,2019-09-13,META,META PLATFORMS INC,187.19,11437810.0
170617,2019-09-12,META,META PLATFORMS INC,187.47,11401540.0
170617,2019-09-11,META,META PLATFORMS INC,188.49,11558380.0
170617,2019-09-10,META,META PLATFORMS INC,186.17,15445800.0
170617,2019-09-09,META,META PLATFORMS INC,188.76,14687670.0
170617,2019-09-06,META,META PLATFORMS INC,187.49,15215920.0
170617,2019-09-05,META,META PLATFORMS INC,190.9,13873210.0
170617,2019-09-04,META,META PLATFORMS INC,187.14,11305740.0
170617,2019-09-03,META,META PLATFORMS INC,182.39,9775579.0
170617,2019-08-30,META,META PLATFORMS INC,185.67,10745940.0
170617,2019-08-29,META,META PLATFORMS INC,185.57,10125940.0
170617,2019-08-28,META,META PLATFORMS INC,181.76,9366637.0
170617,2019-08-27,META,META PLATFORMS INC,181.3,14393970.0
170617,2019-08-26,META,META PLATFORMS INC,180.36,8771412.0
170617,2019-08-23,META,META PLATFORMS INC,177.75,17313860.0
170617,2019-08-22,META,META PLATFORMS INC,182.04,10817010.0
170617,2019-08-21,META,META PLATFORMS INC,183.55,8388737.0
170617,2019-08-20,META,META PLATFORMS INC,183.81,10079200.0
170617,2019-08-19,META,META PLATFORMS INC,186.17,9687717.0
170617,2019-08-16,META,META PLATFORMS INC,183.7,12748260.0
170617,2019-08-15,META,META PLATFORMS INC,182.59,13022560.0
170617,2019-08-14,META,META PLATFORMS INC,179.71,18803710.0
170617,2019-08-13,META,META PLATFORMS INC,188.45,13617960.0
170617,2019-08-12,META,META PLATFORMS INC,185.37,10902570.0
170617,2019-08-09,META,META PLATFORMS INC,187.85,11054500.0
170617,2019-08-08,META,META PLATFORMS INC,190.16,14793500.0
170617,2019-08-07,META,META PLATFORMS INC,185.15,15806990.0
170617,2019-08-06,META,META PLATFORMS INC,184.51,17971610.0
170617,2019-08-05,META,META PLATFORMS INC,181.73,22929510.0
170617,2019-08-02,META,META PLATFORMS INC,189.02,15285570.0
170617,2019-08-01,META,META PLATFORMS INC,192.73,17743240.0
170617,2019-07-31,META,META PLATFORMS INC,194.23,14552470.0
170617,2019-07-30,META,META PLATFORMS INC,197.04,11889770.0
170617,2019-07-29,META,META PLATFORMS INC,195.94,16404270.0
170617,2019-07-26,META,META PLATFORMS INC,199.75,24425240.0
170617,2019-07-25,META,META PLATFORMS INC,200.71,39797690.0
170617,2019-07-24,META,META PLATFORMS INC,204.66,30922140.0
170617,2019-07-23,META,META PLATFORMS INC,202.36,14280840.0
170617,2019-07-22,META,META PLATFORMS INC,202.32,13559600.0
170617,2019-07-19,META,META PLATFORMS INC,198.36,12065040.0
170617,2019-07-18,META,META PLATFORMS INC,200.78,11514200.0
170617,2019-07-17,META,META PLATFORMS INC,201.8,12027640.0
170617,2019-07-16,META,META PLATFORMS INC,203.84,11898490.0
170617,2019-07-15,META,META PLATFORMS INC,203.91,16014820.0
170617,2019-07-12,META,META PLATFORMS INC,204.87,15294650.0
170617,2019-07-11,META,META PLATFORMS INC,201.23,13667130.0
170617,2019-07-10,META,META PLATFORMS INC,202.73,20544450.0
170617,2019-07-09,META,META PLATFORMS INC,199.21,14629760.0
170617,2019-07-08,META,META PLATFORMS INC,195.76,9699501.0
170617,2019-07-05,META,META PLATFORMS INC,196.4,11158210.0
170617,2019-07-03,META,META PLATFORMS INC,197.2,10246120.0
170617,2019-07-02,META,META PLATFORMS INC,195.0,9027359.0
170617,2019-07-01,META,META PLATFORMS INC,193.0,14174350.0
170617,2019-06-28,META,META PLATFORMS INC,193.0,16351410.0
170617,2019-06-27,META,META PLATFORMS INC,189.5,11145990.0
170617,2019-06-26,META,META PLATFORMS INC,187.66,12774840.0
170617,2019-06-25,META,META PLATFORMS INC,188.84,16732610.0
170617,2019-06-24,META,META PLATFORMS INC,192.6,15488270.0
170617,2019-06-21,META,META PLATFORMS INC,191.14,22600310.0
170617,2019-06-20,META,META PLATFORMS INC,189.53,14593280.0
170617,2019-06-19,META,META PLATFORMS INC,187.48,21332960.0
170617,2019-06-18,META,META PLATFORMS INC,188.47,37430800.0
170617,2019-06-17,META,META PLATFORMS INC,189.01,29194080.0
170617,2019-06-14,META,META PLATFORMS INC,181.33,16709200.0
170617,2019-06-13,META,META PLATFORMS INC,177.47,12220710.0
170617,2019-06-12,META,META PLATFORMS INC,175.04,17674020.0
170617,2019-06-11,META,META PLATFORMS INC,178.1,15250400.0
170617,2019-06-10,META,META PLATFORMS INC,174.82,14752930.0
170617,2019-06-07,META,META PLATFORMS INC,173.35,16906290.0
170617,2019-06-06,META,META PLATFORMS INC,168.33,12327830.0
170617,2019-06-05,META,META PLATFORMS INC,168.17,19400710.0
170617,2019-06-04,META,META PLATFORMS INC,167.5,45998850.0
170617,2019-06-03,META,META PLATFORMS INC,164.15,55978840.0
170617,2019-05-31,META,META PLATFORMS INC,177.47,15156640.0
170617,2019-05-30,META,META PLATFORMS INC,183.01,8546132.0
170617,2019-05-29,META,META PLATFORMS INC,182.19,12787090.0
170617,2019-05-28,META,META PLATFORMS INC,184.31,14738410.0
170617,2019-05-24,META,META PLATFORMS INC,181.06,8798808.0
170617,2019-05-23,META,META PLATFORMS INC,180.87,12761650.0
170617,2019-05-22,META,META PLATFORMS INC,185.32,9202404.0
170617,2019-05-21,META,META PLATFORMS INC,184.82,7495384.0
170617,2019-05-20,META,META PLATFORMS INC,182.72,10279270.0
170617,2019-05-17,META,META PLATFORMS INC,185.3,10463600.0
170617,2019-05-16,META,META PLATFORMS INC,186.99,12941440.0
170617,2019-05-15,META,META PLATFORMS INC,186.27,16734520.0
170617,2019-05-14,META,META PLATFORMS INC,180.73,17591760.0
170617,2019-05-13,META,META PLATFORMS INC,181.54,16765170.0
170617,2019-05-10,META,META PLATFORMS INC,188.34,12522400.0
170617,2019-05-09,META,META PLATFORMS INC,188.65,12946470.0
170617,2019-05-08,META,META PLATFORMS INC,189.54,12469460.0
170617,2019-05-07,META,META PLATFORMS INC,189.77,15613750.0
170617,2019-05-06,META,META PLATFORMS INC,193.88,13962230.0
170617,2019-05-03,META,META PLATFORMS INC,195.47,14552630.0
170617,2019-05-02,META,META PLATFORMS INC,192.53,13193000.0
170617,2019-05-01,META,META PLATFORMS INC,193.03,15915510.0
170617,2019-04-30,META,META PLATFORMS INC,193.4,23309400.0
170617,2019-04-29,META,META PLATFORMS INC,194.78,19538750.0
170617,2019-04-26,META,META PLATFORMS INC,191.49,21947170.0
170617,2019-04-25,META,META PLATFORMS INC,193.26,54088650.0
170617,2019-04-24,META,META PLATFORMS INC,182.58,34957090.0
170617,2019-04-23,META,META PLATFORMS INC,183.78,19631900.0
170617,2019-04-22,META,META PLATFORMS INC,181.44,13348950.0
170617,2019-04-18,META,META PLATFORMS INC,178.28,11639990.0
170617,2019-04-17,META,META PLATFORMS INC,178.78,9520718.0
170617,2019-04-16,META,META PLATFORMS INC,178.87,11185690.0
170617,2019-04-15,META,META PLATFORMS INC,179.65,10827980.0
170617,2019-04-12,META,META PLATFORMS INC,179.1,12321770.0
170617,2019-04-11,META,META PLATFORMS INC,177.51,8048582.0
170617,2019-04-10,META,META PLATFORMS INC,177.82,11684940.0
170617,2019-04-09,META,META PLATFORMS INC,177.58,19599420.0
170617,2019-04-08,META,META PLATFORMS INC,174.93,7287902.0
170617,2019-04-05,META,META PLATFORMS INC,175.72,9499559.0
170617,2019-04-04,META,META PLATFORMS INC,176.02,17768670.0
170617,2019-04-03,META,META PLATFORMS INC,173.54,27380570.0
170617,2019-04-02,META,META PLATFORMS INC,174.2,23926430.0
170617,2019-04-01,META,META PLATFORMS INC,168.7,10122200.0
170617,2019-03-29,META,META PLATFORMS INC,166.69,13450640.0
170617,2019-03-28,META,META PLATFORMS INC,165.55,10457910.0
170617,2019-03-27,META,META PLATFORMS INC,165.87,10603100.0
170617,2019-03-26,META,META PLATFORMS INC,167.68,15274610.0
170617,2019-03-25,META,META PLATFORMS INC,166.29,12306150.0
170617,2019-03-22,META,META PLATFORMS INC,164.34,16375210.0
170617,2019-03-21,META,META PLATFORMS INC,166.08,16049850.0
170617,2019-03-20,META,META PLATFORMS INC,165.44,19934930.0
170617,2019-03-19,META,META PLATFORMS INC,161.57,24608800.0
170617,2019-03-18,META,META PLATFORMS INC,160.47,35094650.0
170617,2019-03-15,META,META PLATFORMS INC,165.98,37088870.0
170617,2019-03-14,META,META PLATFORMS INC,170.17,17882100.0
170617,2019-03-13,META,META PLATFORMS INC,173.37,11514940.0
170617,2019-03-12,META,META PLATFORMS INC,171.92,12136730.0
170617,2019-03-11,META,META PLATFORMS INC,172.07,18534610.0
170617,2019-03-08,META,META PLATFORMS INC,169.6,12737410.0
170617,2019-03-07,META,META PLATFORMS INC,169.13,18200280.0
170617,2019-03-06,META,META PLATFORMS INC,172.51,20775850.0
170617,2019-03-05,META,META PLATFORMS INC,171.26,26581790.0
170617,2019-03-04,META,META PLATFORMS INC,167.37,18864670.0
170617,2019-03-01,META,META PLATFORMS INC,162.28,11022100.0
170617,2019-02-28,META,META PLATFORMS INC,161.45,11083060.0
170617,2019-02-27,META,META PLATFORMS INC,162.81,12685830.0
170617,2019-02-26,META,META PLATFORMS INC,164.13,13630540.0
170617,2019-02-25,META,META PLATFORMS INC,164.62,17615000.0
170617,2019-02-22,META,META PLATFORMS INC,161.89,15845990.0
170617,2019-02-21,META,META PLATFORMS INC,160.04,15455630.0
170617,2019-02-20,META,META PLATFORMS INC,162.56,11758420.0
170617,2019-02-19,META,META PLATFORMS INC,162.29,14320590.0
170617,2019-02-15,META,META PLATFORMS INC,162.5,15485430.0
170617,2019-02-14,META,META PLATFORMS INC,163.95,12696560.0
170617,2019-02-13,META,META PLATFORMS INC,164.07,14168500.0
170617,2019-02-12,META,META PLATFORMS INC,165.04,16241390.0
170617,2019-02-11,META,META PLATFORMS INC,165.79,12694750.0
170617,2019-02-08,META,META PLATFORMS INC,167.33,12485700.0
170617,2019-02-07,META,META PLATFORMS INC,166.38,17206800.0
170617,2019-02-06,META,META PLATFORMS INC,170.49,13254460.0
170617,2019-02-05,META,META PLATFORMS INC,171.16,21723960.0
170617,2019-02-04,META,META PLATFORMS INC,169.25,19980980.0
170617,2019-02-01,META,META PLATFORMS INC,165.71,30742790.0
170617,2019-01-31,META,META PLATFORMS INC,166.69,77005780.0
170617,2019-01-30,META,META PLATFORMS INC,150.42,41676170.0
170617,2019-01-29,META,META PLATFORMS INC,144.19,17451800.0
170617,2019-01-28,META,META PLATFORMS INC,147.47,15242960.0
170617,2019-01-25,META,META PLATFORMS INC,149.01,22227160.0
170617,2019-01-24,META,META PLATFORMS INC,145.83,20932280.0
170617,2019-01-23,META,META PLATFORMS INC,144.3,20060100.0
170617,2019-01-22,META,META PLATFORMS INC,147.57,22310570.0
170617,2019-01-18,META,META PLATFORMS INC,150.04,30631520.0
170617,2019-01-17,META,META PLATFORMS INC,148.3,15480790.0
170617,2019-01-16,META,META PLATFORMS INC,147.54,17977150.0
170617,2019-01-15,META,META PLATFORMS INC,148.95,24036820.0
170617,2019-01-14,META,META PLATFORMS INC,145.39,19864680.0
170617,2019-01-11,META,META PLATFORMS INC,143.8,12780600.0
170617,2019-01-10,META,META PLATFORMS INC,144.2,16057330.0
170617,2019-01-09,META,META PLATFORMS INC,144.23,22131500.0
170617,2019-01-08,META,META PLATFORMS INC,142.53,26191030.0
170617,2019-01-07,META,META PLATFORMS INC,138.05,19988840.0
170617,2019-01-04,META,META PLATFORMS INC,137.95,27973370.0
170617,2019-01-03,META,META PLATFORMS INC,131.74,22448730.0
170617,2019-01-02,META,META PLATFORMS INC,135.68,27967450.0
